img21_patch_0   	 TEM_VASOS 
img23_patch_83   	 NAO_TEM_VASOS 
img23_patch_84   	 NAO_TEM_VASOS 
img23_patch_85   	 TEM_VASOS 
img23_patch_86   	 NAO_TEM_VASOS 
img23_patch_87   	 TEM_VASOS 
img23_patch_88   	 NAO_TEM_VASOS 
img23_patch_89   	 NAO_TEM_VASOS 
img23_patch_90   	 NAO_TEM_VASOS 
img23_patch_91   	 NAO_TEM_VASOS 
img23_patch_92   	 NAO_TEM_VASOS 
img23_patch_93   	 NAO_TEM_VASOS 
img23_patch_94   	 NAO_TEM_VASOS 
img23_patch_95   	 TEM_VASOS 
img23_patch_96   	 NAO_TEM_VASOS 
img23_patch_97   	 NAO_TEM_VASOS 
img23_patch_98   	 NAO_TEM_VASOS 
img23_patch_99   	 NAO_TEM_VASOS 
img23_patch_100   	 NAO_TEM_VASOS 
img23_patch_101   	 NAO_TEM_VASOS 
img23_patch_102   	 TEM_VASOS 
img23_patch_103   	 TEM_VASOS 
img23_patch_104   	 TEM_VASOS 
img23_patch_105   	 NAO_TEM_VASOS 
img23_patch_106   	 NAO_TEM_VASOS 
img23_patch_107   	 NAO_TEM_VASOS 
img23_patch_108   	 NAO_TEM_VASOS 
img23_patch_109   	 TEM_VASOS 
img23_patch_110   	 NAO_TEM_VASOS 
img23_patch_111   	 NAO_TEM_VASOS 
img23_patch_112   	 NAO_TEM_VASOS 
img23_patch_113   	 TEM_VASOS 
img23_patch_114   	 TEM_VASOS 
img23_patch_115   	 TEM_VASOS 
img23_patch_116   	 NAO_TEM_VASOS 
img23_patch_117   	 TEM_VASOS 
img23_patch_118   	 NAO_TEM_VASOS 
img23_patch_119   	 TEM_VASOS 
img23_patch_120   	 NAO_TEM_VASOS 
img23_patch_121   	 TEM_VASOS 
img23_patch_122   	 NAO_TEM_VASOS 
img23_patch_123   	 NAO_TEM_VASOS 
img23_patch_124   	 NAO_TEM_VASOS 
img23_patch_125   	 TEM_VASOS 
img23_patch_126   	 TEM_VASOS 
img23_patch_127   	 NAO_TEM_VASOS 
img23_patch_128   	 NAO_TEM_VASOS 
img23_patch_129   	 NAO_TEM_VASOS 
img23_patch_130   	 NAO_TEM_VASOS 
img23_patch_131   	 TEM_VASOS 
img23_patch_132   	 NAO_TEM_VASOS 
img23_patch_133   	 TEM_VASOS 
img23_patch_134   	 TEM_VASOS 
img23_patch_135   	 NAO_TEM_VASOS 
img23_patch_136   	 NAO_TEM_VASOS 
img23_patch_137   	 TEM_VASOS 
img23_patch_138   	 TEM_VASOS 
img23_patch_139   	 NAO_TEM_VASOS 
img23_patch_140   	 NAO_TEM_VASOS 
img23_patch_141   	 NAO_TEM_VASOS 
img23_patch_142   	 TEM_VASOS 
img23_patch_143   	 NAO_TEM_VASOS 
img23_patch_144   	 NAO_TEM_VASOS 
img23_patch_145   	 NAO_TEM_VASOS 
img23_patch_146   	 NAO_TEM_VASOS 
img23_patch_147   	 NAO_TEM_VASOS 
img23_patch_148   	 NAO_TEM_VASOS 
img23_patch_149   	 NAO_TEM_VASOS 
img23_patch_150   	 TEM_VASOS 
img23_patch_151   	 NAO_TEM_VASOS 
img23_patch_152   	 TEM_VASOS 
img23_patch_153   	 NAO_TEM_VASOS 
img23_patch_154   	 NAO_TEM_VASOS 
img23_patch_155   	 TEM_VASOS 
img23_patch_156   	 TEM_VASOS 
img23_patch_157   	 NAO_TEM_VASOS 
img23_patch_158   	 NAO_TEM_VASOS 
img23_patch_159   	 TEM_VASOS 
img23_patch_160   	 NAO_TEM_VASOS 
img23_patch_161   	 NAO_TEM_VASOS 
img23_patch_162   	 NAO_TEM_VASOS 
img23_patch_163   	 NAO_TEM_VASOS 
img23_patch_164   	 TEM_VASOS 
img23_patch_165   	 NAO_TEM_VASOS 
img23_patch_166   	 NAO_TEM_VASOS 
img23_patch_167   	 NAO_TEM_VASOS 
img23_patch_168   	 TEM_VASOS 
img23_patch_169   	 NAO_TEM_VASOS 
img23_patch_170   	 TEM_VASOS 
img23_patch_171   	 NAO_TEM_VASOS 
img23_patch_172   	 TEM_VASOS 
img23_patch_173   	 TEM_VASOS 
img23_patch_174   	 NAO_TEM_VASOS 
img23_patch_175   	 NAO_TEM_VASOS 
img23_patch_176   	 TEM_VASOS 
img23_patch_177   	 TEM_VASOS 
img23_patch_178   	 TEM_VASOS 
img23_patch_179   	 TEM_VASOS 
img23_patch_180   	 NAO_TEM_VASOS 
img23_patch_181   	 NAO_TEM_VASOS 
img23_patch_182   	 TEM_VASOS 
img23_patch_183   	 TEM_VASOS 
img23_patch_184   	 TEM_VASOS 
img23_patch_185   	 TEM_VASOS 
img23_patch_186   	 TEM_VASOS 
img23_patch_187   	 NAO_TEM_VASOS 
img23_patch_188   	 TEM_VASOS 
img23_patch_189   	 TEM_VASOS 
img23_patch_190   	 TEM_VASOS 
img23_patch_191   	 TEM_VASOS 
img23_patch_192   	 TEM_VASOS 
img23_patch_193   	 TEM_VASOS 
img23_patch_194   	 NAO_TEM_VASOS 
img23_patch_195   	 NAO_TEM_VASOS 
img23_patch_196   	 NAO_TEM_VASOS 
img23_patch_197   	 NAO_TEM_VASOS 
img23_patch_198   	 NAO_TEM_VASOS 
img23_patch_199   	 NAO_TEM_VASOS 
img23_patch_200   	 NAO_TEM_VASOS 
img23_patch_201   	 NAO_TEM_VASOS 
img23_patch_202   	 NAO_TEM_VASOS 
img23_patch_203   	 TEM_VASOS 
img23_patch_204   	 TEM_VASOS 
img23_patch_205   	 TEM_VASOS 
img23_patch_206   	 TEM_VASOS 
img23_patch_207   	 NAO_TEM_VASOS 
img23_patch_208   	 TEM_VASOS 
img23_patch_209   	 TEM_VASOS 
img23_patch_210   	 NAO_TEM_VASOS 
img23_patch_211   	 NAO_TEM_VASOS 
img23_patch_212   	 NAO_TEM_VASOS 
img23_patch_213   	 NAO_TEM_VASOS 
img23_patch_214   	 NAO_TEM_VASOS 
img23_patch_215   	 NAO_TEM_VASOS 
img23_patch_216   	 TEM_VASOS 
img23_patch_217   	 TEM_VASOS 
img23_patch_218   	 TEM_VASOS 
img23_patch_219   	 TEM_VASOS 
img23_patch_220   	 TEM_VASOS 
img23_patch_221   	 TEM_VASOS 
img23_patch_222   	 TEM_VASOS 
img23_patch_223   	 TEM_VASOS 
img23_patch_224   	 TEM_VASOS 
img23_patch_225   	 NAO_TEM_VASOS 
img23_patch_226   	 TEM_VASOS 
img23_patch_227   	 TEM_VASOS 
img23_patch_228   	 TEM_VASOS 
img23_patch_229   	 TEM_VASOS 
img23_patch_230   	 TEM_VASOS 
img23_patch_231   	 TEM_VASOS 
img23_patch_232   	 TEM_VASOS 
img23_patch_233   	 TEM_VASOS 
img23_patch_234   	 NAO_TEM_VASOS 
img23_patch_235   	 TEM_VASOS 
img23_patch_236   	 TEM_VASOS 
img23_patch_237   	 TEM_VASOS 
img23_patch_238   	 TEM_VASOS 
img23_patch_239   	 TEM_VASOS 
img23_patch_240   	 NAO_TEM_VASOS 
img23_patch_241   	 NAO_TEM_VASOS 
img23_patch_242   	 NAO_TEM_VASOS 
img23_patch_243   	 NAO_TEM_VASOS 
img23_patch_244   	 TEM_VASOS 
img23_patch_245   	 NAO_TEM_VASOS 
img23_patch_246   	 TEM_VASOS 
img23_patch_247   	 TEM_VASOS 
img23_patch_248   	 NAO_TEM_VASOS 
img23_patch_249   	 TEM_VASOS 
img23_patch_250   	 NAO_TEM_VASOS 
img23_patch_251   	 NAO_TEM_VASOS 
img23_patch_252   	 TEM_VASOS 
img23_patch_253   	 TEM_VASOS 
img23_patch_254   	 NAO_TEM_VASOS 
img23_patch_255   	 NAO_TEM_VASOS 
img23_patch_256   	 NAO_TEM_VASOS 
img23_patch_257   	 NAO_TEM_VASOS 
img23_patch_258   	 TEM_VASOS 
img23_patch_259   	 NAO_TEM_VASOS 
img23_patch_260   	 TEM_VASOS 
img23_patch_261   	 NAO_TEM_VASOS 
img23_patch_262   	 NAO_TEM_VASOS 
img23_patch_263   	 NAO_TEM_VASOS 
img23_patch_264   	 TEM_VASOS 
img23_patch_265   	 TEM_VASOS 
img23_patch_266   	 NAO_TEM_VASOS 
img23_patch_267   	 NAO_TEM_VASOS 
img23_patch_268   	 NAO_TEM_VASOS 
img23_patch_269   	 NAO_TEM_VASOS 
img23_patch_270   	 NAO_TEM_VASOS 
img23_patch_271   	 NAO_TEM_VASOS 
img23_patch_272   	 TEM_VASOS 
img23_patch_273   	 TEM_VASOS 
img24_patch_0   	 NAO_TEM_VASOS 
img24_patch_1   	 NAO_TEM_VASOS 
img24_patch_2   	 NAO_TEM_VASOS 
img24_patch_3   	 NAO_TEM_VASOS 
img24_patch_4   	 TEM_VASOS 
img24_patch_5   	 TEM_VASOS 
img24_patch_6   	 NAO_TEM_VASOS 
img24_patch_7   	 TEM_VASOS 
img24_patch_8   	 NAO_TEM_VASOS 
img24_patch_9   	 NAO_TEM_VASOS 
img24_patch_10   	 TEM_VASOS 
img24_patch_11   	 TEM_VASOS 
img24_patch_12   	 NAO_TEM_VASOS 
img24_patch_13   	 NAO_TEM_VASOS 
img24_patch_14   	 NAO_TEM_VASOS 
img24_patch_15   	 TEM_VASOS 
img24_patch_16   	 TEM_VASOS 
img24_patch_17   	 NAO_TEM_VASOS 
img24_patch_18   	 TEM_VASOS 
img24_patch_19   	 NAO_TEM_VASOS 
img24_patch_20   	 TEM_VASOS 
img24_patch_21   	 NAO_TEM_VASOS 
img24_patch_22   	 NAO_TEM_VASOS 
img24_patch_23   	 TEM_VASOS 
img24_patch_24   	 NAO_TEM_VASOS 
img24_patch_25   	 TEM_VASOS 
img24_patch_26   	 TEM_VASOS 
img24_patch_27   	 TEM_VASOS 
img24_patch_28   	 TEM_VASOS 
img24_patch_29   	 NAO_TEM_VASOS 
img24_patch_30   	 TEM_VASOS 
img24_patch_31   	 TEM_VASOS 
img24_patch_32   	 TEM_VASOS 
img24_patch_33   	 NAO_TEM_VASOS 
img24_patch_34   	 NAO_TEM_VASOS 
img24_patch_35   	 NAO_TEM_VASOS 
img24_patch_36   	 TEM_VASOS 
img24_patch_37   	 NAO_TEM_VASOS 
img24_patch_38   	 NAO_TEM_VASOS 
img24_patch_39   	 NAO_TEM_VASOS 
img24_patch_40   	 TEM_VASOS 
img24_patch_41   	 TEM_VASOS 
img24_patch_42   	 TEM_VASOS 
img24_patch_43   	 TEM_VASOS 
img24_patch_44   	 TEM_VASOS 
img24_patch_45   	 TEM_VASOS 
img24_patch_46   	 NAO_TEM_VASOS 
img24_patch_47   	 NAO_TEM_VASOS 
img24_patch_48   	 TEM_VASOS 
img24_patch_49   	 TEM_VASOS 
img24_patch_50   	 NAO_TEM_VASOS 
img24_patch_51   	 TEM_VASOS 
img24_patch_52   	 TEM_VASOS 
img24_patch_53   	 TEM_VASOS 
img24_patch_54   	 TEM_VASOS 
img24_patch_55   	 NAO_TEM_VASOS 
img24_patch_56   	 TEM_VASOS 
img24_patch_57   	 TEM_VASOS 
img24_patch_58   	 TEM_VASOS 
img24_patch_59   	 TEM_VASOS 
img24_patch_60   	 NAO_TEM_VASOS 
img24_patch_61   	 TEM_VASOS 
img24_patch_62   	 TEM_VASOS 
img24_patch_63   	 TEM_VASOS 
img24_patch_64   	 TEM_VASOS 
img24_patch_65   	 TEM_VASOS 
img24_patch_66   	 TEM_VASOS 
img24_patch_67   	 NAO_TEM_VASOS 
img24_patch_68   	 NAO_TEM_VASOS 
img24_patch_69   	 TEM_VASOS 
img24_patch_70   	 NAO_TEM_VASOS 
img24_patch_71   	 TEM_VASOS 
img24_patch_72   	 NAO_TEM_VASOS 
img24_patch_73   	 NAO_TEM_VASOS 
img24_patch_74   	 TEM_VASOS 
img24_patch_75   	 TEM_VASOS 
img24_patch_76   	 NAO_TEM_VASOS 
img24_patch_77   	 NAO_TEM_VASOS 
img24_patch_78   	 TEM_VASOS 
img24_patch_79   	 NAO_TEM_VASOS 
img24_patch_80   	 TEM_VASOS 
img24_patch_81   	 TEM_VASOS 
img24_patch_82   	 TEM_VASOS 
img24_patch_83   	 TEM_VASOS 
img24_patch_84   	 NAO_TEM_VASOS 
img24_patch_85   	 NAO_TEM_VASOS 
img24_patch_86   	 TEM_VASOS 
img24_patch_87   	 TEM_VASOS 
img24_patch_88   	 TEM_VASOS 
img24_patch_89   	 TEM_VASOS 
img24_patch_90   	 TEM_VASOS 
img24_patch_91   	 TEM_VASOS 
img24_patch_92   	 TEM_VASOS 
img24_patch_93   	 TEM_VASOS 
img24_patch_94   	 TEM_VASOS 
img24_patch_95   	 TEM_VASOS 
img24_patch_96   	 TEM_VASOS 
img24_patch_97   	 NAO_TEM_VASOS 
img24_patch_98   	 NAO_TEM_VASOS 
img24_patch_99   	 NAO_TEM_VASOS 
img24_patch_100   	 TEM_VASOS 
img24_patch_101   	 TEM_VASOS 
img24_patch_102   	 NAO_TEM_VASOS 
img24_patch_103   	 NAO_TEM_VASOS 
img24_patch_104   	 TEM_VASOS 
img24_patch_105   	 NAO_TEM_VASOS 
img24_patch_106   	 NAO_TEM_VASOS 
img24_patch_107   	 NAO_TEM_VASOS 
img24_patch_108   	 NAO_TEM_VASOS 
img24_patch_109   	 TEM_VASOS 
img24_patch_110   	 TEM_VASOS 
img24_patch_111   	 TEM_VASOS 
img24_patch_112   	 TEM_VASOS 
img24_patch_113   	 TEM_VASOS 
img24_patch_114   	 TEM_VASOS 
img24_patch_115   	 NAO_TEM_VASOS 
img24_patch_116   	 NAO_TEM_VASOS 
img24_patch_117   	 TEM_VASOS 
img24_patch_118   	 TEM_VASOS 
img24_patch_119   	 TEM_VASOS 
img24_patch_120   	 NAO_TEM_VASOS 
img24_patch_121   	 NAO_TEM_VASOS 
img24_patch_122   	 NAO_TEM_VASOS 
img24_patch_123   	 TEM_VASOS 
img24_patch_124   	 TEM_VASOS 
img24_patch_125   	 TEM_VASOS 
img24_patch_126   	 TEM_VASOS 
img24_patch_127   	 TEM_VASOS 
img24_patch_128   	 TEM_VASOS 
img24_patch_129   	 TEM_VASOS 
img24_patch_130   	 TEM_VASOS 
img24_patch_131   	 TEM_VASOS 
img24_patch_132   	 TEM_VASOS 
img24_patch_133   	 TEM_VASOS 
img24_patch_134   	 NAO_TEM_VASOS 
img24_patch_135   	 TEM_VASOS 
img24_patch_136   	 TEM_VASOS 
img24_patch_137   	 TEM_VASOS 
img24_patch_138   	 NAO_TEM_VASOS 
img24_patch_139   	 NAO_TEM_VASOS 
img24_patch_140   	 NAO_TEM_VASOS 
img24_patch_141   	 TEM_VASOS 
img24_patch_142   	 TEM_VASOS 
img24_patch_143   	 NAO_TEM_VASOS 
img24_patch_144   	 NAO_TEM_VASOS 
img24_patch_145   	 TEM_VASOS 
img24_patch_146   	 TEM_VASOS 
img24_patch_147   	 TEM_VASOS 
img24_patch_148   	 TEM_VASOS 
img24_patch_149   	 TEM_VASOS 
img24_patch_150   	 TEM_VASOS 
img24_patch_151   	 NAO_TEM_VASOS 
img24_patch_152   	 NAO_TEM_VASOS 
img24_patch_153   	 TEM_VASOS 
img24_patch_154   	 TEM_VASOS 
img24_patch_155   	 TEM_VASOS 
img24_patch_156   	 TEM_VASOS 
img24_patch_157   	 NAO_TEM_VASOS 
img24_patch_158   	 NAO_TEM_VASOS 
img24_patch_159   	 TEM_VASOS 
img24_patch_160   	 TEM_VASOS 
img24_patch_161   	 TEM_VASOS 
img24_patch_162   	 NAO_TEM_VASOS 
img24_patch_163   	 TEM_VASOS 
img24_patch_164   	 TEM_VASOS 
img24_patch_165   	 TEM_VASOS 
img24_patch_166   	 TEM_VASOS 
img24_patch_167   	 TEM_VASOS 
img24_patch_168   	 TEM_VASOS 
img24_patch_169   	 NAO_TEM_VASOS 
img24_patch_170   	 NAO_TEM_VASOS 
img24_patch_171   	 TEM_VASOS 
img24_patch_172   	 TEM_VASOS 
img24_patch_173   	 TEM_VASOS 
img24_patch_174   	 TEM_VASOS 
img24_patch_175   	 TEM_VASOS 
img24_patch_176   	 NAO_TEM_VASOS 
img24_patch_177   	 TEM_VASOS 
img24_patch_178   	 TEM_VASOS 
img24_patch_179   	 TEM_VASOS 
img24_patch_180   	 TEM_VASOS 
img24_patch_181   	 TEM_VASOS 
img24_patch_182   	 TEM_VASOS 
img24_patch_183   	 NAO_TEM_VASOS 
img24_patch_184   	 NAO_TEM_VASOS 
img24_patch_185   	 NAO_TEM_VASOS 
img24_patch_186   	 TEM_VASOS 
img24_patch_187   	 TEM_VASOS 
img24_patch_188   	 NAO_TEM_VASOS 
img24_patch_189   	 TEM_VASOS 
img24_patch_190   	 TEM_VASOS 
img24_patch_191   	 TEM_VASOS 
img24_patch_192   	 TEM_VASOS 
img24_patch_193   	 TEM_VASOS 
img24_patch_194   	 TEM_VASOS 
img24_patch_195   	 TEM_VASOS 
img24_patch_196   	 NAO_TEM_VASOS 
img24_patch_197   	 TEM_VASOS 
img24_patch_198   	 TEM_VASOS 
img24_patch_199   	 TEM_VASOS 
img24_patch_200   	 TEM_VASOS 
img24_patch_201   	 NAO_TEM_VASOS 
img24_patch_202   	 NAO_TEM_VASOS 
img24_patch_203   	 TEM_VASOS 
img24_patch_204   	 TEM_VASOS 
img24_patch_205   	 TEM_VASOS 
img24_patch_206   	 TEM_VASOS 
img24_patch_207   	 NAO_TEM_VASOS 
img24_patch_208   	 TEM_VASOS 
img24_patch_209   	 NAO_TEM_VASOS 
img24_patch_210   	 NAO_TEM_VASOS 
img24_patch_211   	 TEM_VASOS 
img24_patch_212   	 TEM_VASOS 
img24_patch_213   	 NAO_TEM_VASOS 
img24_patch_214   	 TEM_VASOS 
img24_patch_215   	 TEM_VASOS 
img24_patch_216   	 TEM_VASOS 
img24_patch_217   	 NAO_TEM_VASOS 
img24_patch_218   	 NAO_TEM_VASOS 
img24_patch_219   	 NAO_TEM_VASOS 
img24_patch_220   	 TEM_VASOS 
img24_patch_221   	 TEM_VASOS 
img24_patch_222   	 TEM_VASOS 
img24_patch_223   	 TEM_VASOS 
img24_patch_224   	 TEM_VASOS 
img24_patch_225   	 NAO_TEM_VASOS 
img24_patch_226   	 NAO_TEM_VASOS 
img24_patch_227   	 TEM_VASOS 
img24_patch_228   	 TEM_VASOS 
img24_patch_229   	 TEM_VASOS 
img24_patch_230   	 TEM_VASOS 
img24_patch_231   	 TEM_VASOS 
img24_patch_232   	 TEM_VASOS 
img24_patch_233   	 TEM_VASOS 
img24_patch_234   	 TEM_VASOS 
img24_patch_235   	 NAO_TEM_VASOS 
img24_patch_236   	 NAO_TEM_VASOS 
img24_patch_237   	 TEM_VASOS 
img24_patch_238   	 TEM_VASOS 
img24_patch_239   	 TEM_VASOS 
img24_patch_240   	 TEM_VASOS 
img24_patch_241   	 NAO_TEM_VASOS 
img24_patch_242   	 TEM_VASOS 
img24_patch_243   	 NAO_TEM_VASOS 
img24_patch_244   	 TEM_VASOS 
img24_patch_245   	 TEM_VASOS 
img24_patch_246   	 TEM_VASOS 
img24_patch_247   	 TEM_VASOS 
img24_patch_248   	 TEM_VASOS 
img24_patch_249   	 TEM_VASOS 
img24_patch_250   	 TEM_VASOS 
img24_patch_251   	 TEM_VASOS 
img24_patch_252   	 TEM_VASOS 
img24_patch_253   	 TEM_VASOS 
img24_patch_254   	 TEM_VASOS 
img24_patch_255   	 TEM_VASOS 
img24_patch_256   	 TEM_VASOS 
img24_patch_257   	 TEM_VASOS 
img24_patch_258   	 NAO_TEM_VASOS 
img24_patch_259   	 NAO_TEM_VASOS 
img24_patch_260   	 NAO_TEM_VASOS 
img24_patch_261   	 TEM_VASOS 
img24_patch_262   	 TEM_VASOS 
img24_patch_263   	 TEM_VASOS 
img24_patch_264   	 TEM_VASOS 
img24_patch_265   	 TEM_VASOS 
img24_patch_266   	 TEM_VASOS 
img24_patch_267   	 TEM_VASOS 
img24_patch_268   	 TEM_VASOS 
img24_patch_269   	 TEM_VASOS 
img24_patch_270   	 NAO_TEM_VASOS 
img24_patch_271   	 NAO_TEM_VASOS 
img24_patch_272   	 NAO_TEM_VASOS 
img25_patch_0   	 NAO_TEM_VASOS 
img25_patch_1   	 NAO_TEM_VASOS 
img25_patch_2   	 NAO_TEM_VASOS 
img25_patch_3   	 NAO_TEM_VASOS 
img25_patch_4   	 NAO_TEM_VASOS 
img25_patch_5   	 NAO_TEM_VASOS 
img25_patch_6   	 TEM_VASOS 
img25_patch_7   	 NAO_TEM_VASOS 
img25_patch_8   	 NAO_TEM_VASOS 
img25_patch_9   	 NAO_TEM_VASOS 
img25_patch_10   	 NAO_TEM_VASOS 
img25_patch_11   	 TEM_VASOS 
img25_patch_12   	 TEM_VASOS 
img25_patch_13   	 NAO_TEM_VASOS 
img25_patch_14   	 NAO_TEM_VASOS 
img25_patch_15   	 NAO_TEM_VASOS 
img25_patch_16   	 TEM_VASOS 
img25_patch_17   	 NAO_TEM_VASOS 
img25_patch_18   	 TEM_VASOS 
img25_patch_19   	 NAO_TEM_VASOS 
img25_patch_20   	 NAO_TEM_VASOS 
img25_patch_21   	 NAO_TEM_VASOS 
img25_patch_22   	 NAO_TEM_VASOS 
img25_patch_23   	 NAO_TEM_VASOS 
img25_patch_24   	 TEM_VASOS 
img25_patch_25   	 NAO_TEM_VASOS 
img25_patch_26   	 NAO_TEM_VASOS 
img25_patch_27   	 TEM_VASOS 
img25_patch_28   	 NAO_TEM_VASOS 
img25_patch_29   	 TEM_VASOS 
img25_patch_30   	 NAO_TEM_VASOS 
img25_patch_31   	 TEM_VASOS 
img25_patch_32   	 NAO_TEM_VASOS 
img25_patch_33   	 TEM_VASOS 
img25_patch_34   	 NAO_TEM_VASOS 
img25_patch_35   	 NAO_TEM_VASOS 
img25_patch_36   	 NAO_TEM_VASOS 
img25_patch_37   	 NAO_TEM_VASOS 
img25_patch_38   	 TEM_VASOS 
img25_patch_39   	 NAO_TEM_VASOS 
img25_patch_40   	 TEM_VASOS 
img25_patch_41   	 TEM_VASOS 
img25_patch_42   	 NAO_TEM_VASOS 
img25_patch_43   	 TEM_VASOS 
img25_patch_44   	 TEM_VASOS 
img25_patch_45   	 NAO_TEM_VASOS 
img25_patch_46   	 TEM_VASOS 
img25_patch_47   	 TEM_VASOS 
img25_patch_48   	 NAO_TEM_VASOS 
img25_patch_49   	 NAO_TEM_VASOS 
img25_patch_50   	 NAO_TEM_VASOS 
img25_patch_51   	 TEM_VASOS 
img25_patch_52   	 TEM_VASOS 
img25_patch_53   	 NAO_TEM_VASOS 
img25_patch_54   	 TEM_VASOS 
img25_patch_55   	 TEM_VASOS 
img25_patch_56   	 TEM_VASOS 
img25_patch_57   	 TEM_VASOS 
img25_patch_58   	 TEM_VASOS 
img25_patch_59   	 TEM_VASOS 
img25_patch_60   	 TEM_VASOS 
img25_patch_61   	 TEM_VASOS 
img25_patch_62   	 NAO_TEM_VASOS 
img25_patch_63   	 NAO_TEM_VASOS 
img25_patch_64   	 NAO_TEM_VASOS 
img25_patch_65   	 NAO_TEM_VASOS 
img25_patch_66   	 NAO_TEM_VASOS 
img25_patch_67   	 TEM_VASOS 
img25_patch_68   	 TEM_VASOS 
img25_patch_69   	 NAO_TEM_VASOS 
img25_patch_70   	 NAO_TEM_VASOS 
img25_patch_71   	 TEM_VASOS 
img25_patch_72   	 NAO_TEM_VASOS 
img25_patch_73   	 TEM_VASOS 
img25_patch_74   	 NAO_TEM_VASOS 
img25_patch_75   	 NAO_TEM_VASOS 
img25_patch_76   	 TEM_VASOS 
img25_patch_77   	 NAO_TEM_VASOS 
img25_patch_78   	 NAO_TEM_VASOS 
img25_patch_79   	 TEM_VASOS 
img25_patch_80   	 TEM_VASOS 
img25_patch_81   	 TEM_VASOS 
img25_patch_82   	 TEM_VASOS 
img25_patch_83   	 NAO_TEM_VASOS 
img25_patch_84   	 NAO_TEM_VASOS 
img25_patch_85   	 TEM_VASOS 
img25_patch_86   	 TEM_VASOS 
img25_patch_87   	 TEM_VASOS 
img25_patch_88   	 NAO_TEM_VASOS 
img25_patch_89   	 NAO_TEM_VASOS 
img25_patch_90   	 TEM_VASOS 
img25_patch_91   	 TEM_VASOS 
img25_patch_92   	 NAO_TEM_VASOS 
img25_patch_93   	 NAO_TEM_VASOS 
img25_patch_94   	 TEM_VASOS 
img25_patch_95   	 TEM_VASOS 
img25_patch_96   	 NAO_TEM_VASOS 
img25_patch_97   	 TEM_VASOS 
img25_patch_98   	 TEM_VASOS 
img25_patch_99   	 TEM_VASOS 
img25_patch_100   	 TEM_VASOS 
img25_patch_101   	 NAO_TEM_VASOS 
img25_patch_102   	 NAO_TEM_VASOS 
img25_patch_103   	 TEM_VASOS 
img25_patch_104   	 TEM_VASOS 
img25_patch_105   	 TEM_VASOS 
img25_patch_106   	 TEM_VASOS 
img25_patch_107   	 TEM_VASOS 
img25_patch_108   	 TEM_VASOS 
img25_patch_109   	 TEM_VASOS 
img25_patch_110   	 TEM_VASOS 
img25_patch_111   	 TEM_VASOS 
img25_patch_112   	 TEM_VASOS 
img25_patch_113   	 TEM_VASOS 
img25_patch_114   	 TEM_VASOS 
img25_patch_115   	 TEM_VASOS 
img25_patch_116   	 NAO_TEM_VASOS 
img25_patch_117   	 TEM_VASOS 
img25_patch_118   	 NAO_TEM_VASOS 
img25_patch_119   	 NAO_TEM_VASOS 
img25_patch_120   	 NAO_TEM_VASOS 
img25_patch_121   	 NAO_TEM_VASOS 
img25_patch_122   	 TEM_VASOS 
img25_patch_123   	 NAO_TEM_VASOS 
img25_patch_124   	 NAO_TEM_VASOS 
img25_patch_125   	 TEM_VASOS 
img25_patch_126   	 TEM_VASOS 
img25_patch_127   	 NAO_TEM_VASOS 
img25_patch_128   	 NAO_TEM_VASOS 
img25_patch_129   	 NAO_TEM_VASOS 
img25_patch_130   	 TEM_VASOS 
img25_patch_131   	 NAO_TEM_VASOS 
img25_patch_132   	 TEM_VASOS 
img25_patch_133   	 TEM_VASOS 
img25_patch_134   	 TEM_VASOS 
img25_patch_135   	 NAO_TEM_VASOS 
img25_patch_136   	 NAO_TEM_VASOS 
img25_patch_137   	 NAO_TEM_VASOS 
img25_patch_138   	 NAO_TEM_VASOS 
img25_patch_139   	 NAO_TEM_VASOS 
img25_patch_140   	 TEM_VASOS 
img25_patch_141   	 TEM_VASOS 
img25_patch_142   	 TEM_VASOS 
img25_patch_143   	 TEM_VASOS 
img25_patch_144   	 TEM_VASOS 
img25_patch_145   	 NAO_TEM_VASOS 
img25_patch_146   	 NAO_TEM_VASOS 
img25_patch_147   	 NAO_TEM_VASOS 
img25_patch_148   	 NAO_TEM_VASOS 
img25_patch_149   	 TEM_VASOS 
img25_patch_150   	 TEM_VASOS 
img25_patch_151   	 TEM_VASOS 
img25_patch_152   	 TEM_VASOS 
img25_patch_153   	 TEM_VASOS 
img25_patch_154   	 TEM_VASOS 
img25_patch_155   	 NAO_TEM_VASOS 
img25_patch_156   	 NAO_TEM_VASOS 
img25_patch_157   	 NAO_TEM_VASOS 
img25_patch_158   	 NAO_TEM_VASOS 
img25_patch_159   	 TEM_VASOS 
img25_patch_160   	 NAO_TEM_VASOS 
img25_patch_161   	 NAO_TEM_VASOS 
img25_patch_162   	 TEM_VASOS 
img25_patch_163   	 TEM_VASOS 
img25_patch_164   	 NAO_TEM_VASOS 
img25_patch_165   	 NAO_TEM_VASOS 
img25_patch_166   	 TEM_VASOS 
img25_patch_167   	 NAO_TEM_VASOS 
img25_patch_168   	 TEM_VASOS 
img25_patch_169   	 TEM_VASOS 
img25_patch_170   	 TEM_VASOS 
img25_patch_171   	 TEM_VASOS 
img25_patch_172   	 TEM_VASOS 
img25_patch_173   	 NAO_TEM_VASOS 
img25_patch_174   	 NAO_TEM_VASOS 
img25_patch_175   	 NAO_TEM_VASOS 
img25_patch_176   	 TEM_VASOS 
img25_patch_177   	 TEM_VASOS 
